Price,Bedrooms,Bathrooms,Floor Area,Land Area,Region
6311000.0,5.0,3.0,107.0,141.0,Region III
5706000.0,3.0,2.0,66.0,99.0,Region III
6650000.0,3.0,2.0,84.0,120.0,Region IV-A
3984000.0,2.0,1.0,46.0,74.0,Region III
110000000.0,12.0,12.0,1200.0,1000.0,NCR
19500000.0,3.0,3.0,183.0,110.0,NCR
18000000.0,6.0,4.0,244.0,158.0,Region IV-A
10900000.0,5.0,3.0,180.0,120.0,Region IV-A
7201000.0,4.0,3.0,83.0,110.0,Region III
4000000.0,3.0,2.0,60.0,247.0,Region I
6728000.0,3.0,2.0,66.0,99.0,Region I
8116000.0,4.0,3.0,83.0,121.0,Region I
2688000.0,2.0,1.0,50.0,60.0,Region IV-A
5282600.0,3.0,2.0,80.0,92.0,Region IV-A
16884800.0,5.0,3.0,195.0,240.0,NCR
11576000.0,5.0,3.0,166.0,154.0,Region I
10793502.0,5.0,3.0,166.0,143.0,Region VII
3900000.0,2.0,1.0,40.0,66.0,Region III
6728000.0,3.0,2.0,66.0,99.0,Region I
3957188.0,2.0,2.0,75.0,135.0,Region III
5295000.0,3.0,1.0,102.0,63.0,Region III
2250000.0,2.0,1.0,56.0,54.0,Region I
6079000.0,3.0,2.0,66.0,121.0,Region I
8271000.0,3.0,2.0,66.0,142.0,Region I
8158000.0,3.0,2.0,66.0,117.0,Region I
7474000.0,3.0,2.0,66.0,121.0,Region I
9431000.0,4.0,3.0,83.0,157.0,Region I
6928000.0,4.0,3.0,85.0,110.0,Region I
10653000.0,5.0,3.0,142.0,154.0,Region I
9987000.0,5.0,3.0,142.0,132.0,Region I
7755000.0,5.0,3.0,100.0,145.0,Region I
11576000.0,5.0,3.0,166.0,154.0,Region I
10022000.0,5.0,3.0,142.0,133.0,Region I
1740000.0,1.0,1.0,29.16,70.0,Region IV-A
5465000.0,3.0,2.0,66.0,89.0,Region I
7685000.0,3.0,2.0,66.0,125.0,Region I
6796000.0,3.0,2.0,66.0,101.0,Region I
6762000.0,3.0,2.0,66.0,100.0,Region I
6007000.0,3.0,2.0,66.0,100.0,Region I
10017000.0,4.0,3.0,83.0,174.0,Region I
9671000.0,4.0,3.0,85.0,246.0,Region I
8259000.0,4.0,3.0,85.0,110.0,Region I
7820000.0,4.0,3.0,85.0,99.0,Region I
1600000.0,2.0,1.0,44.0,36.0,Region IV-A
12160000.0,5.0,3.0,166.0,168.0,Region I
6721000.0,4.0,3.0,85.0,121.0,Region I
9948000.0,4.0,3.0,83.0,172.0,Region I
8914000.0,4.0,3.0,83.0,142.0,Region I
8500000.0,4.0,3.0,83.0,130.0,Region I
10050000.0,5.0,3.0,100.0,246.0,Region I
7617000.0,3.0,2.0,66.0,110.0,Region I
5896000.0,3.0,2.0,66.0,96.0,Region I
8788000.0,3.0,2.0,66.0,157.0,Region I
9306000.0,3.0,2.0,66.0,172.0,Region I
8558000.0,3.0,2.0,66.0,153.0,Region I
9029000.0,3.0,2.0,66.0,246.0,Region I
4219000.0,2.0,1.0,46.0,56.0,Region I
8879000.0,4.0,3.0,83.0,141.0,Region I
4948000.0,2.0,1.0,46.0,63.0,Region I
13459000.0,5.0,3.0,166.0,174.0,Region I
10367000.0,5.0,3.0,142.0,143.0,Region I
11940000.0,5.0,3.0,142.0,157.0,Region I
9370000.0,4.0,3.0,83.0,158.0,Region I
8116000.0,4.0,3.0,83.0,121.0,Region I
7857000.0,3.0,2.0,66.0,130.0,Region I
6728000.0,3.0,2.0,66.0,99.0,Region I
8202000.0,3.0,2.0,66.0,140.0,Region I
11286000.0,5.0,3.0,142.0,143.0,Region I
11483000.0,5.0,3.0,166.0,174.0,Region I
10987000.0,5.0,3.0,142.0,161.0,Region I
8845000.0,4.0,3.0,83.0,140.0,Region I
8328000.0,4.0,3.0,83.0,125.0,Region I
4998000.0,2.0,1.0,46.0,63.0,Region I
24300000.0,4.0,5.0,338.0,196.0,NCR
10840000.0,3.0,3.0,140.0,240.0,NCR
6800000.0,2.0,1.0,52.0,130.0,Region IV-A
19500000.0,4.0,4.0,250.0,430.0,NCR
78000000.0,4.0,2.0,300.0,325.0,NCR
6503750.0,3.0,3.0,103.0,60.0,Region IV-A
45000000.0,6.0,6.0,600.0,600.0,NCR
6500000.0,3.0,2.0,194.0,746.0,Region I
69000000.0,3.0,4.0,370.0,807.0,Region IV-A
8700000.0,4.0,4.0,100.0,140.0,Region IV-A
55000000.0,4.0,4.0,410.0,200.0,NCR
139250000.0,5.0,5.0,337.0,557.0,NCR
200000000.0,5.0,5.0,700.0,804.0,Region V
30000000.0,4.0,4.0,302.0,250.0,Region IV-A
85000000.0,4.0,5.0,474.0,448.0,NCR
35530000.0,3.0,4.0,201.0,104.0,NCR
4032000.0,3.0,2.0,55.0,80.0,Region IV-A
19500000.0,4.0,5.0,400.0,352.0,Region IV-A
9150000.0,4.0,3.0,187.0,132.0,Region IV-A
37150000.0,3.0,3.0,208.0,240.0,NCR
9800000.0,3.0,3.0,180.0,120.0,NCR
4400000.0,3.0,2.0,110.0,201.0,Region II
89000000.0,4.0,4.0,600.0,396.0,Region IV-A
16900000.0,5.0,4.0,315.0,240.0,Region I
4307299.0,3.0,2.0,85.0,89.0,Region IV-A
10646000.0,4.0,3.0,115.0,121.0,Region IV-A
2265619.0,2.0,1.0,40.0,44.0,Region III
10900000.0,3.0,4.0,103.0,168.0,Region IV-A
10125900.0,3.0,2.0,100.0,212.0,Region IV-A
22683000.0,3.0,3.0,161.0,120.0,NCR
15000000.0,5.0,3.0,174.0,160.0,Region IV-A
9913000.0,3.0,2.0,98.0,121.0,Region IV-A
14906000.0,5.0,3.0,166.0,169.0,Region IV-A
7093000.0,2.0,2.0,53.0,99.0,Region IV-A
11500000.0,3.0,2.0,118.0,90.0,Region IV-A
4500000.0,3.0,2.0,77.0,80.0,NCR
2294060.0,3.0,1.0,62.5,50.0,Region III
5001920.0,3.0,2.0,85.0,80.0,Region IV-A
42500000.0,5.0,5.0,500.0,126.0,NCR
13500000.0,5.0,3.0,174.0,160.0,Region IV-A
4000000.0,3.0,2.0,54.0,80.0,Region IV-A
1660120.0,2.0,1.0,36.0,40.0,Region IV-A
14371000.0,5.0,3.0,142.0,168.0,Region IV-A
19495000.0,5.0,4.0,312.0,94.0,NCR
19495000.0,5.0,4.0,312.0,94.0,NCR
150000000.0,3.0,4.0,600.0,375.0,NCR
35000000.0,4.0,2.0,310.0,105.0,NCR
13900000.0,4.0,4.0,143.0,182.0,Region IV-A
19100000.0,3.0,3.0,113.0,295.0,Region IV-A
300000.0,3.0,2.0,80.0,100.0,Region XI
5679520.0,3.0,2.0,90.0,88.0,Region IV-A
1500000.0,2.0,1.0,30.0,77.0,Region XI
5973000.0,3.0,2.0,64.0,60.0,Region IV-A
10500000.0,4.0,3.0,199.0,143.0,Region VII
11598000.0,3.0,2.0,67.0,132.0,Region IV-A
2900000.0,2.0,1.0,40.0,66.0,Region III
16800000.0,3.0,3.0,165.0,119.0,Region IV-A
12000000.0,4.0,4.0,180.0,120.0,Region III
13600000.0,3.0,3.0,318.0,1200.0,Region VII
29900000.0,5.0,5.0,650.0,540.0,Region I
25000000.0,5.0,4.0,250.0,520.0,Region I
45000000.0,4.0,5.0,518.0,144.0,Region XIV
17500000.0,4.0,3.0,160.0,204.0,NCR
12500000.0,4.0,3.0,227.0,209.0,Region VII
3690000.0,4.0,3.0,122.94,112.5,Region III
9200000.0,3.0,3.0,120.0,65.0,NCR
14200000.0,4.0,4.0,200.0,332.0,Region XI
23500000.0,5.0,4.0,276.0,215.0,NCR
5710000.0,3.0,3.0,116.0,43.0,NCR
98000000.0,6.0,5.0,350.0,1000.0,NCR
85000000.0,4.0,5.0,600.0,587.0,NCR
6062500.0,4.0,3.0,150.0,164.0,Region I
1600000.0,3.0,1.0,45.0,40.25,Region III
10210000.0,4.0,3.0,172.0,165.0,Region IV-A
2800000.0,2.0,2.0,140.0,70.0,Region III
65000000.0,6.0,8.0,918.0,566.0,Region VII
13000000.0,5.0,4.0,170.0,60.0,NCR
25000000.0,5.0,5.0,246.0,289.0,Region III
60000000.0,4.0,5.0,310.0,537.0,Region XIV
14800000.0,5.0,4.0,227.0,420.0,Region VII
5232628.0,4.0,2.0,104.0,100.0,Region IV-A
12500000.0,4.0,4.0,140.0,78.0,NCR
9500000.0,5.0,4.0,120.0,60.0,NCR
170000000.0,6.0,5.0,750.0,574.0,NCR
27000000.0,5.0,2.0,350.0,180.0,Region XIV
8800000.0,4.0,3.0,190.0,105.0,NCR
1460000.0,2.0,1.0,45.5,54.0,Region IV-A
16500000.0,3.0,3.0,200.0,150.0,NCR
400000000.0,5.0,5.0,1000.0,855.0,NCR
7052000.0,4.0,3.0,135.0,164.0,Region I
21000000.0,4.0,4.0,260.0,189.0,NCR
2900000.0,3.0,2.0,60.75,69.0,Region IV-A
200000000.0,4.0,4.0,1200.0,690.0,NCR
45000000.0,3.0,3.0,170.0,150.0,NCR
12000000.0,4.0,4.0,220.0,85.0,NCR
19500000.0,4.0,3.0,200.0,373.0,NCR
8300000.0,3.0,2.0,135.0,150.0,Region III
16495000.0,4.0,3.0,214.0,86.0,NCR
160000000.0,6.0,5.0,800.0,1000.0,NCR
6434920.0,4.0,3.0,151.0,182.0,Region III
20000000.0,3.0,6.0,300.0,250.0,Region III
5400000.0,3.0,2.0,250.0,1529.0,Region VII
8200000.0,3.0,3.0,170.0,120.0,Region III
15843000.0,5.0,3.0,166.0,143.0,Region I
13000000.0,4.0,3.0,117.0,281.0,Region IV-A
56000000.0,4.0,4.5,400.0,375.0,NCR
5340000.0,3.0,2.0,83.0,53.0,NCR
26500000.0,5.0,5.0,650.0,430.0,Region IV-A
49000000.0,4.0,3.0,350.0,240.0,NCR
34000000.0,4.0,4.0,302.0,250.0,Region IV-A
8210000.0,3.0,3.0,165.0,139.0,Region IV-A
6600000.0,4.0,3.0,160.0,128.0,Region I
5000000.0,3.0,2.0,60.0,50.6,Region IV-A
2918752.0,3.0,1.0,50.0,63.0,Region IV-A
1750000.0,3.0,1.0,42.0,48.0,Region III
45000000.0,6.0,7.0,537.0,900.0,Region III
3114170.0,2.0,2.0,57.0,50.0,Region IV-A
11129760.0,4.0,3.0,192.0,180.0,Region VI
105000000.0,5.0,5.0,565.0,915.0,Region IV-A
19495000.0,5.0,4.0,312.0,98.0,NCR
5450000.0,3.0,1.0,102.0,80.0,Region IV-A
56000000.0,4.0,4.0,400.0,375.0,NCR
5980000.0,3.0,2.0,95.0,58.0,NCR
5887000.0,3.0,2.0,98.0,198.0,Region III
5887000.0,3.0,2.0,98.0,198.0,Region III
150000000.0,4.0,4.0,500.0,550.0,NCR
188955000.0,3.0,3.0,350.0,969.0,NCR
220000000.0,5.0,5.0,749.0,883.0,NCR
4136000.0,3.0,2.0,77.25,120.0,Region IV-A
1227966.0,2.0,1.0,46.6,40.0,Region III
9800012.0,5.0,3.0,209.0,204.0,Region III
5899500.0,2.0,2.0,70.85,84.0,Region IV-A
130000000.0,5.0,5.0,550.0,300.0,NCR
2762000.0,3.0,1.0,53.0,63.0,Region IV-A
1280000.0,3.0,1.0,45.0,36.0,Region IV-A
3000000.0,3.0,3.0,132.0,66.0,Region IV-A
13500000.0,4.0,3.0,187.0,170.0,Region IV-A
163000000.0,4.0,4.0,304.0,741.0,NCR
4638990.0,2.0,2.0,78.0,50.0,Region VII
11800000.0,3.0,3.0,190.0,137.0,Region III
7350000.0,4.0,43.0,135.0,164.0,Region III
12500000.0,4.0,4.0,203.0,120.0,Region III
15000000.0,4.0,2.0,126.0,147.0,Region VII
2989049.0,2.0,1.0,50.0,50.0,Region IV-A
48000000.0,5.0,7.0,769.0,407.0,Region VII
2164500.0,2.0,1.0,50.0,65.0,Region III
540000000.0,6.0,6.0,987.0,1442.0,NCR
65000000.0,8.0,5.0,1000.0,3289.0,Region VII
470000000.0,7.0,7.0,1500.0,900.0,NCR
110000000.0,4.0,5.0,400.0,300.0,NCR
188000000.0,5.0,5.0,800.0,688.0,NCR
60000000.0,5.0,5.0,384.0,122.0,NCR
11300000.0,4.0,3.0,203.0,150.0,Region IV-A
9270000.0,4.0,3.0,121.0,120.0,Region IV-A
7600000.0,4.0,4.0,100.0,100.0,Region XI
35120000.0,5.0,5.0,264.0,92.58,NCR
35710000.0,4.0,4.0,257.0,82.03,NCR
16884800.0,5.0,4.0,195.0,240.0,NCR
5400000.0,3.0,2.0,75.26,80.0,Region III
24590000.0,3.0,2.0,183.0,54.67,NCR
42000000.0,4.0,5.0,280.0,100.0,NCR
10280000.0,4.0,4.0,220.0,92.0,NCR
3185421.0,3.0,2.0,54.0,90.0,Region III
10762500.0,3.0,2.0,85.0,138.0,Region IV-A
8300000.0,3.0,3.0,144.0,100.0,Region III
6200000.0,3.0,3.0,100.0,30.0,NCR
35000000.0,4.0,5.0,368.0,277.0,Region IV-A
14000000.0,3.0,3.0,170.0,121.0,NCR
16000000.0,2.0,2.0,100.0,200.0,Region IV-A
12800000.0,3.0,3.0,165.0,52.0,NCR
5116623.0,3.0,2.0,68.0,50.0,NCR
15000000.0,3.0,2.0,250.0,484.0,Region III
420000000.0,5.0,6.0,1172.0,762.0,NCR
33000000.0,4.0,5.0,309.0,93.0,NCR
78000000.0,3.0,3.0,250.0,150.0,NCR
19500000.0,5.0,4.0,386.0,251.0,NCR
24430000.0,4.0,4.0,350.0,110.0,NCR
250000000.0,4.0,3.0,200.0,3000.0,Region XIII
11300000.0,3.0,3.0,120.0,60.0,NCR
15000000.0,4.0,3.0,150.0,120.0,Region VII
115000000.0,4.0,4.0,324.0,190.0,NCR
250000000.0,5.0,5.0,700.0,747.0,NCR
7650000.0,4.0,3.0,135.0,164.0,Region I
188000000.0,4.0,4.0,800.0,688.0,NCR
1200000000.0,5.0,7.0,1024.0,8000.0,NCR
24000000.0,5.0,3.0,450.0,250.0,NCR
1873945.0,2.0,1.0,47.0,40.0,Region I
180000000.0,3.0,3.0,650.0,650.0,NCR
7000000.0,4.0,2.0,150.0,163.0,NCR
2913000.0,3.0,2.0,60.5,50.0,Region IV-A
12000000.0,5.0,5.0,210.0,75.0,NCR
180000000.0,4.0,5.0,600.0,720.0,NCR
198000000.0,5.0,6.5,642.0,288.0,NCR
10810000.0,3.0,2.0,95.0,129.0,Region III
3700000.0,3.0,1.0,57.0,56.25,NCR
18000000.0,5.0,3.0,300.0,400.0,NCR
135000000.0,4.0,5.0,450.0,189.0,NCR
8500000.0,4.0,2.0,160.0,102.0,NCR
22500000.0,4.0,4.0,246.0,194.0,NCR
9750000.0,4.0,4.0,148.73,58.53,NCR
24950000.0,5.0,4.0,250.0,280.0,NCR
162000000.0,4.0,4.0,400.0,479.0,NCR
5710000.0,3.0,4.0,117.0,43.33,NCR
35000000.0,4.0,4.0,300.0,336.0,Region VII
34000000.0,4.0,5.0,380.0,286.0,NCR
9700000.0,3.0,3.0,200.0,80.0,NCR
29000000.0,5.0,4.0,200.0,591.0,Region IV-A
11500000.0,4.0,3.0,190.0,120.0,Region III
18500000.0,4.0,4.0,350.0,210.0,NCR
3200000.0,3.0,2.0,54.0,88.0,Region II
7224820.0,4.0,3.0,189.0,182.0,Region III
6450000.0,3.0,2.0,70.0,60.0,NCR
87000000.0,5.0,5.0,620.0,112.0,NCR
5763000.0,3.0,2.0,70.45,72.0,Region III
7300000.0,3.0,3.0,91.6,47.9,NCR
18500000.0,4.0,3.0,217.0,246.0,Region III
750000000.0,5.0,5.0,600.0,1012.0,Region IV-A
13600000.0,4.0,3.0,148.0,150.0,Region XI
11900000.0,3.0,4.0,180.0,52.5,Region IV-A
14000000.0,5.0,4.0,300.0,162.0,Region XI
6800000.0,1.0,1.0,35.0,168.0,Region XIV
30000000.0,4.0,4.0,302.0,250.0,Region IV-A
33000000.0,4.0,4.0,275.0,201.0,NCR
5600000.0,3.0,3.0,97.0,50.0,NCR
15500000.0,4.0,3.0,220.0,165.0,Region III
90000000.0,5.0,6.0,860.0,586.0,NCR
9500000.0,4.0,3.0,190.0,120.0,Region III
30000000.0,4.0,4.0,302.0,250.0,Region IV-A
45000000.0,6.0,5.0,442.0,448.0,Region IV-A
28000000.0,4.0,4.0,330.0,200.0,Region VII
29000000.0,3.0,5.0,220.0,256.0,NCR
68000000.0,4.0,5.0,506.0,389.0,Region IV-A
11000000.0,3.0,3.0,100.0,30.0,NCR
1800000.0,2.0,1.0,40.0,44.0,Region IV-A
29000000.0,3.0,5.0,220.0,256.0,NCR
12000000.0,4.0,3.0,186.0,120.0,Region III
7000000.0,3.0,3.0,112.0,89.0,NCR
8350000.0,3.0,3.0,102.0,68.0,NCR
25000000.0,4.0,5.0,250.0,235.0,NCR
62000000.0,5.0,5.0,447.0,816.0,Region IV-A
35400000.0,4.0,4.0,391.0,336.0,Region IV-A
16800000.0,4.0,4.0,221.23,201.9,Region IV-A
78000000.0,4.0,5.0,382.06,603.0,NCR
14582000.0,4.0,4.0,264.0,100.0,Region IV-A
9930000.0,6.0,4.0,160.0,68.0,NCR
7800000.0,3.0,3.0,83.0,103.0,Region IV-A
16650000.0,4.0,5.0,172.0,264.0,Region IV-A
9850000.0,6.0,5.0,170.42,74.5,NCR
61440000.0,3.0,3.0,250.0,384.0,NCR
7350000.0,4.0,3.0,135.0,164.0,Region I
30000000.0,4.0,4.0,310.0,243.0,Region IV-A
222250000.0,4.0,4.0,700.0,910.0,NCR
205000000.0,6.0,4.0,600.0,870.0,NCR
9850000.0,4.0,4.0,150.0,58.7,NCR
400000000.0,5.0,3.0,654.0,698.0,NCR
5696435.0,3.0,3.0,82.0,65.0,NCR
1227966.0,2.0,1.0,46.6,36.0,Region III
10670517.0,3.0,3.0,143.0,66.0,NCR
9850000.0,4.0,4.0,150.0,58.7,NCR
1860000.0,2.0,1.0,40.0,60.5,Region IV-A
95000000.0,6.0,5.0,668.0,478.0,Region IV-A
5900000.0,4.0,3.0,88.35,240.0,Region III
16000000.0,4.0,4.0,350.0,120.0,NCR
9000000.0,4.0,2.0,300.0,120.0,NCR
30000000.0,6.0,5.0,350.0,800.0,Region III
12900000.0,3.0,3.0,130.0,48.5,NCR
28000000.0,3.0,2.0,219.0,186.0,NCR
1227966.0,2.0,1.0,46.6,36.0,Region III
10670517.0,3.0,3.0,143.0,66.0,NCR
400000000.0,5.0,3.0,654.0,698.0,NCR
4337472.0,3.0,2.0,112.5,72.0,Region IV-A
5696435.0,3.0,3.0,82.0,65.0,NCR
36500000.0,4.0,3.0,212.0,126.0,NCR
165000000.0,6.0,6.0,800.0,433.0,NCR
68000000.0,4.0,4.0,508.0,380.0,Region IV-A
40700000.0,4.0,4.0,329.0,124.0,NCR
37858000.0,3.0,4.0,278.0,252.0,NCR
125000000.0,4.0,4.0,400.0,401.0,NCR
17500000.0,3.0,2.0,250.0,202.0,Region VII
70000000.0,5.0,8.0,600.0,800.0,Region IV-A
13500000.0,3.0,3.0,200.0,1000.0,Region VII
20000000.0,3.0,2.0,300.0,300.0,NCR
2500000.0,2.0,1.0,42.0,100.0,Region III
165000000.0,6.0,5.0,850.0,433.0,NCR
15500000.0,3.0,4.0,185.0,78.0,NCR
56000000.0,6.0,5.0,687.0,421.0,Region IV-A
60500000.0,4.0,4.0,600.0,450.0,Region IV-A
29000000.0,4.0,4.0,304.0,356.0,Region VII
170000000.0,6.0,5.0,500.0,695.0,NCR
10280000.0,5.0,3.0,197.0,77.0,NCR
15700000.0,4.0,3.0,165.0,220.0,Region III
10000000.0,4.0,3.0,128.0,150.0,Region I
100000000.0,5.0,5.0,460.0,190.0,NCR
19000000.0,3.0,3.0,245.0,433.0,Region III
12800000.0,3.0,3.0,172.0,165.0,Region III
70000000.0,4.0,4.0,480.0,518.0,Region IV-A
66000000.0,5.0,5.0,500.0,450.0,NCR
25000000.0,5.0,4.0,300.0,280.0,NCR
10900000.0,3.0,3.0,140.0,80.0,NCR
36500000.0,4.0,3.0,240.0,170.0,NCR
5364000.0,3.0,2.0,80.0,81.0,Region I
89000000.0,4.0,4.0,600.0,396.0,Region IV-A
5000000.0,2.0,3.0,120.0,82.0,Region III
120000000.0,8.0,7.0,720.0,402.0,NCR
9500000.0,3.0,3.0,136.5,83.73,NCR
35000000.0,6.0,7.0,400.0,367.0,Region IV-A
9500000.0,2.0,2.0,145.0,192.0,NCR
120000000.0,13.0,13.0,1250.0,1000.0,NCR
19000000.0,3.0,3.0,245.0,433.0,Region III
60000000.0,4.0,4.0,446.0,352.0,Region IV-A
8000000.0,4.0,4.0,210.0,78.0,NCR
25000000.0,6.0,6.0,380.0,420.0,NCR
14000000.0,4.0,3.0,200.0,10000.0,Region III
14000000.0,4.0,3.0,200.0,10000.0,Region III
14000000.0,4.0,4.0,225.0,118.0,NCR
8000000.0,4.0,4.0,210.0,78.0,NCR
65000000.0,4.0,4.0,400.0,575.0,Region III
7300000.0,3.0,3.0,91.6,47.9,NCR
25000000.0,5.0,5.0,232.14,175.0,Region IV-A
10400000.0,4.0,3.0,190.0,110.0,Region IV-A
4750000.0,3.0,2.0,91.19,60.0,NCR
14500800.0,4.0,2.0,120.0,240.0,Region IV-A
7900000.0,4.0,4.0,175.0,240.0,Region I
5730000.0,4.0,2.0,100.0,190.0,Region I
28500000.0,5.0,4.0,300.0,321.0,Region IV-A
25000000.0,5.0,3.0,250.0,183.0,Region XIV
4660000.0,2.0,2.0,36.0,38.0,NCR
16500000.0,4.0,4.0,250.0,370.0,NCR
7000000.0,3.0,2.0,100.3,72.0,NCR
38000000.0,3.0,3.0,330.0,420.0,NCR
2650000.0,2.0,1.0,43.0,45.0,Region IV-A
85000000.0,5.0,6.0,1080.0,1700.0,NCR
420000000.0,7.0,7.0,1233.0,816.0,NCR
7900000.0,4.0,2.0,90.0,100.0,Region XIV
20000000.0,3.0,2.0,200.0,281.0,Region XI
24000000.0,4.0,4.0,290.0,246.0,Region III
2350000.0,3.0,1.0,47.0,40.0,Region VII
8691000.0,4.0,3.0,143.0,94.0,Region I
10542000.0,3.0,2.0,134.0,188.0,Region I
18000000.0,6.0,6.0,235.5,210.0,NCR
22800000.0,4.0,4.0,228.0,55.0,NCR
20000000.0,4.0,3.0,280.0,600.0,Region XIV
115000000.0,4.0,3.0,275.0,350.0,NCR
17970000.0,5.0,3.0,150.0,335.0,Region XIV
45000000.0,5.0,5.0,459.32,308.0,NCR
2044125.0,3.0,1.0,54.0,50.0,Region IV-A
12500000.0,4.0,3.0,211.0,90.0,Region IV-A
25000000.0,5.0,4.0,211.0,182.0,Region VII
9750000.0,4.0,2.0,148.0,140.0,NCR
7500000.0,5.0,3.0,188.0,197.0,Region IV-A
13070000.0,4.0,3.0,147.0,304.0,Region IV-A
26000000.0,4.0,3.0,110.0,476.0,NCR
168000000.0,5.0,5.0,820.0,476.0,NCR
35530000.0,4.0,3.0,198.0,111.0,NCR
110000000.0,4.0,5.0,450.0,800.0,NCR
1838000.0,2.0,1.0,44.5,58.5,Region IV-A
8500000.0,4.0,3.0,180.0,200.0,Region IV-A
310000000.0,5.0,5.0,1000.0,700.0,NCR
112000000.0,3.0,4.0,420.0,198.0,NCR
6000000.0,3.0,2.0,155.0,100.0,NCR
26500000.0,4.0,4.0,350.0,293.0,NCR
73780000.0,3.0,3.0,250.0,434.0,NCR
1200000.0,2.0,1.0,44.0,36.0,Region III
63000000.0,4.0,4.0,172.0,400.0,NCR
7500000.0,3.0,3.0,180.0,136.0,Region VII
370000000.0,4.0,4.0,700.0,899.0,NCR
4200000.0,3.0,2.0,65.0,48.0,NCR
60000000.0,5.0,6.0,700.0,400.0,Region IV-A
105000000.0,5.0,5.0,565.0,915.0,Region IV-A
9800000.0,4.0,3.0,170.13,82.0,Region IV-A
